datasetid,splitid,modelname,detector,k,slicename,slicevalue,nrows,nalerts,alert_rate
B4,roll_03,persistence,residual,3,gaplentempbin,0,124,18,0.14516129032258066
B4,roll_03,persistence,residual,3,imputed_any,0,124,18,0.14516129032258066
B4,roll_03,persistence,residual,3,overall,ALL,124,18,0.14516129032258066
B4,roll_03,persistence,residual,4,gaplendemandbin,0,124,9,0.07258064516129033
B4,roll_03,persistence,residual,4,gaplenpoolbin,0,124,9,0.07258064516129033
B4,roll_03,persistence,residual,4,gaplenpvbin,0,124,9,0.07258064516129033
B4,roll_03,persistence,residual,4,gaplentempbin,0,124,9,0.07258064516129033
B4,roll_03,persistence,residual,4,imputed_any,0,124,9,0.07258064516129033
B4,roll_03,persistence,residual,4,overall,ALL,124,9,0.07258064516129033
B4,roll_03,persistence,residual,5,gaplendemandbin,0,124,4,0.03225806451612903
B4,roll_03,persistence,residual,5,gaplenpoolbin,0,124,4,0.03225806451612903
B4,roll_03,persistence,residual,5,gaplenpvbin,0,124,4,0.03225806451612903
B4,roll_03,persistence,residual,5,gaplentempbin,0,124,4,0.03225806451612903
B4,roll_03,persistence,residual,5,imputed_any,0,124,4,0.03225806451612903
B4,roll_03,persistence,residual,5,overall,ALL,124,4,0.03225806451612903
B4,roll_03,persistence,residual,6,gaplendemandbin,0,124,1,0.008064516129032258
B4,roll_03,persistence,residual,6,gaplenpoolbin,0,124,1,0.008064516129032258
B4,roll_03,persistence,residual,6,gaplenpvbin,0,124,1,0.008064516129032258
B4,roll_03,persistence,residual,6,gaplentempbin,0,124,1,0.008064516129032258
B4,roll_03,persistence,residual,6,imputed_any,0,124,1,0.008064516129032258
B4,roll_03,persistence,residual,6,overall,ALL,124,1,0.008064516129032258
B4,roll_03,persistence,residual,7,gaplendemandbin,0,124,0,0.0
B4,roll_03,persistence,residual,7,gaplenpoolbin,0,124,0,0.0
B4,roll_03,persistence,residual,7,gaplenpvbin,0,124,0,0.0
B4,roll_03,persistence,residual,7,gaplentempbin,0,124,0,0.0
B4,roll_03,persistence,residual,7,imputed_any,0,124,0,0.0
B4,roll_03,persistence,residual,7,overall,ALL,124,0,0.0
B4,roll_03,persistence,residual,8,gaplendemandbin,0,124,0,0.0
B4,roll_03,persistence,residual,8,gaplenpoolbin,0,124,0,0.0
B4,roll_03,persistence,residual,8,gaplenpvbin,0,124,0,0.0
B4,roll_03,persistence,residual,8,gaplentempbin,0,124,0,0.0
B4,roll_03,persistence,residual,8,imputed_any,0,124,0,0.0
B4,roll_03,persistence,residual,8,overall,ALL,124,0,0.0
B4,roll_03,persistence,residual,9,gaplendemandbin,0,124,0,0.0
B4,roll_03,persistence,residual,9,gaplenpoolbin,0,124,0,0.0
B4,roll_03,persistence,residual,9,gaplenpvbin,0,124,0,0.0
B4,roll_03,persistence,residual,9,gaplentempbin,0,124,0,0.0
B4,roll_03,persistence,residual,9,imputed_any,0,124,0,0.0
B4,roll_03,persistence,residual,9,overall,ALL,124,0,0.0
B4,roll_03,persistence,residual,10,gaplendemandbin,0,124,0,0.0
B4,roll_03,persistence,residual,10,gaplenpoolbin,0,124,0,0.0
B4,roll_03,persistence,residual,10,gaplenpvbin,0,124,0,0.0
B4,roll_03,persistence,residual,10,gaplentempbin,0,124,0,0.0
B4,roll_03,persistence,residual,10,imputed_any,0,124,0,0.0
B4,roll_03,persistence,residual,10,overall,ALL,124,0,0.0
B4,roll_03,persistence,residual,11,gaplendemandbin,0,124,0,0.0
B4,roll_03,persistence,residual,11,gaplenpoolbin,0,124,0,0.0
B4,roll_03,persistence,residual,11,gaplenpvbin,0,124,0,0.0
B4,roll_03,persistence,residual,11,gaplentempbin,0,124,0,0.0
B4,roll_03,persistence,residual,11,imputed_any,0,124,0,0.0
B4,roll_03,persistence,residual,11,overall,ALL,124,0,0.0
B4,roll_03,persistence,residual,12,gaplendemandbin,0,124,0,0.0
B4,roll_03,persistence,residual,12,gaplenpoolbin,0,124,0,0.0
B4,roll_03,persistence,residual,12,gaplenpvbin,0,124,0,0.0
B4,roll_03,persistence,residual,12,gaplentempbin,0,124,0,0.0
B4,roll_03,persistence,residual,12,imputed_any,0,124,0,0.0
B4,roll_03,persistence,residual,12,overall,ALL,124,0,0.0
B4,roll_03,persistence,residual,13,gaplendemandbin,0,124,0,0.0
B4,roll_03,persistence,residual,13,gaplenpoolbin,0,124,0,0.0
B4,roll_03,persistence,residual,13,gaplenpvbin,0,124,0,0.0
B4,roll_03,persistence,residual,13,gaplentempbin,0,124,0,0.0
B4,roll_03,persistence,residual,13,imputed_any,0,124,0,0.0
B4,roll_03,persistence,residual,13,overall,ALL,124,0,0.0
B4,roll_03,persistence,residual,14,gaplendemandbin,0,124,0,0.0
B4,roll_03,persistence,residual,14,gaplenpoolbin,0,124,0,0.0
B4,roll_03,persistence,residual,14,gaplenpvbin,0,124,0,0.0
B4,roll_03,persistence,residual,14,gaplentempbin,0,124,0,0.0
B4,roll_03,persistence,residual,14,imputed_any,0,124,0,0.0
B4,roll_03,persistence,residual,14,overall,ALL,124,0,0.0
B4,roll_03,persistence,residual,15,gaplendemandbin,0,124,0,0.0
B4,roll_03,persistence,residual,15,gaplenpoolbin,0,124,0,0.0
B4,roll_03,persistence,residual,15,gaplenpvbin,0,124,0,0.0
B4,roll_03,persistence,residual,15,gaplentempbin,0,124,0,0.0
B4,roll_03,persistence,residual,15,imputed_any,0,124,0,0.0
B4,roll_03,persistence,residual,15,overall,ALL,124,0,0.0
B4,roll_03,rf,raw,3,gaplendemandbin,0,124,12,0.0967741935483871
B4,roll_03,rf,raw,3,gaplenpoolbin,0,124,12,0.0967741935483871
B4,roll_03,rf,raw,3,gaplenpvbin,0,124,12,0.0967741935483871
B4,roll_03,rf,raw,3,gaplentempbin,0,124,12,0.0967741935483871
B4,roll_03,rf,raw,3,imputed_any,0,124,12,0.0967741935483871
B4,roll_03,rf,raw,3,overall,ALL,124,12,0.0967741935483871
B4,roll_03,rf,raw,4,gaplendemandbin,0,124,2,0.016129032258064516
B4,roll_03,rf,raw,4,gaplenpoolbin,0,124,2,0.016129032258064516
B4,roll_03,rf,raw,4,gaplenpvbin,0,124,2,0.016129032258064516
B4,roll_03,rf,raw,4,gaplentempbin,0,124,2,0.016129032258064516
B4,roll_03,rf,raw,4,imputed_any,0,124,2,0.016129032258064516
B4,roll_03,rf,raw,4,overall,ALL,124,2,0.016129032258064516
B4,roll_03,rf,raw,5,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,raw,5,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,raw,5,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,raw,5,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,raw,5,imputed_any,0,124,0,0.0
B4,roll_03,rf,raw,5,overall,ALL,124,0,0.0
B4,roll_03,rf,raw,6,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,raw,6,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,raw,6,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,raw,6,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,raw,6,imputed_any,0,124,0,0.0
B4,roll_03,rf,raw,6,overall,ALL,124,0,0.0
B4,roll_03,rf,raw,7,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,raw,7,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,raw,7,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,raw,7,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,raw,7,imputed_any,0,124,0,0.0
B4,roll_03,rf,raw,7,overall,ALL,124,0,0.0
B4,roll_03,rf,raw,8,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,raw,8,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,raw,8,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,raw,8,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,raw,8,imputed_any,0,124,0,0.0
B4,roll_03,rf,raw,8,overall,ALL,124,0,0.0
B4,roll_03,rf,raw,9,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,raw,9,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,raw,9,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,raw,9,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,raw,9,imputed_any,0,124,0,0.0
B4,roll_03,rf,raw,9,overall,ALL,124,0,0.0
B4,roll_03,rf,raw,10,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,raw,10,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,raw,10,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,raw,10,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,raw,10,imputed_any,0,124,0,0.0
B4,roll_03,rf,raw,10,overall,ALL,124,0,0.0
B4,roll_03,rf,raw,11,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,raw,11,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,raw,11,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,raw,11,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,raw,11,imputed_any,0,124,0,0.0
B4,roll_03,rf,raw,11,overall,ALL,124,0,0.0
B4,roll_03,rf,raw,12,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,raw,12,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,raw,12,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,raw,12,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,raw,12,imputed_any,0,124,0,0.0
B4,roll_03,rf,raw,12,overall,ALL,124,0,0.0
B4,roll_03,rf,raw,13,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,raw,13,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,raw,13,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,raw,13,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,raw,13,imputed_any,0,124,0,0.0
B4,roll_03,rf,raw,13,overall,ALL,124,0,0.0
B4,roll_03,rf,raw,14,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,raw,14,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,raw,14,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,raw,14,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,raw,14,imputed_any,0,124,0,0.0
B4,roll_03,rf,raw,14,overall,ALL,124,0,0.0
B4,roll_03,rf,raw,15,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,raw,15,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,raw,15,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,raw,15,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,raw,15,imputed_any,0,124,0,0.0
B4,roll_03,rf,raw,15,overall,ALL,124,0,0.0
B4,roll_03,rf,residual,3,gaplendemandbin,0,124,4,0.03225806451612903
B4,roll_03,rf,residual,3,gaplenpoolbin,0,124,4,0.03225806451612903
B4,roll_03,rf,residual,3,gaplenpvbin,0,124,4,0.03225806451612903
B4,roll_03,rf,residual,3,gaplentempbin,0,124,4,0.03225806451612903
B4,roll_03,rf,residual,3,imputed_any,0,124,4,0.03225806451612903
B4,roll_03,rf,residual,3,overall,ALL,124,4,0.03225806451612903
B4,roll_03,rf,residual,4,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,residual,4,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,residual,4,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,residual,4,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,residual,4,imputed_any,0,124,0,0.0
B4,roll_03,rf,residual,4,overall,ALL,124,0,0.0
B4,roll_03,rf,residual,5,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,residual,5,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,residual,5,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,residual,5,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,residual,5,imputed_any,0,124,0,0.0
B4,roll_03,rf,residual,5,overall,ALL,124,0,0.0
B4,roll_03,rf,residual,6,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,residual,6,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,residual,6,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,residual,6,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,residual,6,imputed_any,0,124,0,0.0
B4,roll_03,rf,residual,6,overall,ALL,124,0,0.0
B4,roll_03,rf,residual,7,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,residual,7,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,residual,7,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,residual,7,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,residual,7,imputed_any,0,124,0,0.0
B4,roll_03,rf,residual,7,overall,ALL,124,0,0.0
B4,roll_03,rf,residual,8,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,residual,8,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,residual,8,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,residual,8,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,residual,8,imputed_any,0,124,0,0.0
B4,roll_03,rf,residual,8,overall,ALL,124,0,0.0
B4,roll_03,rf,residual,9,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,residual,9,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,residual,9,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,residual,9,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,residual,9,imputed_any,0,124,0,0.0
B4,roll_03,rf,residual,9,overall,ALL,124,0,0.0
B4,roll_03,rf,residual,10,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,residual,10,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,residual,10,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,residual,10,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,residual,10,imputed_any,0,124,0,0.0
B4,roll_03,rf,residual,10,overall,ALL,124,0,0.0
B4,roll_03,rf,residual,11,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,residual,11,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,residual,11,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,residual,11,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,residual,11,imputed_any,0,124,0,0.0
B4,roll_03,rf,residual,11,overall,ALL,124,0,0.0
B4,roll_03,rf,residual,12,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,residual,12,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,residual,12,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,residual,12,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,residual,12,imputed_any,0,124,0,0.0
B4,roll_03,rf,residual,12,overall,ALL,124,0,0.0
B4,roll_03,rf,residual,13,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,residual,13,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,residual,13,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,residual,13,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,residual,13,imputed_any,0,124,0,0.0
B4,roll_03,rf,residual,13,overall,ALL,124,0,0.0
B4,roll_03,rf,residual,14,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,residual,14,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,residual,14,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,residual,14,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,residual,14,imputed_any,0,124,0,0.0
B4,roll_03,rf,residual,14,overall,ALL,124,0,0.0
B4,roll_03,rf,residual,15,gaplendemandbin,0,124,0,0.0
B4,roll_03,rf,residual,15,gaplenpoolbin,0,124,0,0.0
B4,roll_03,rf,residual,15,gaplenpvbin,0,124,0,0.0
B4,roll_03,rf,residual,15,gaplentempbin,0,124,0,0.0
B4,roll_03,rf,residual,15,imputed_any,0,124,0,0.0
B4,roll_03,rf,residual,15,overall,ALL,124,0,0.0
B4,roll_04,mlr,raw,3,gaplendemandbin,0,97,10,0.10309278350515463
B4,roll_04,mlr,raw,3,gaplenpoolbin,0,97,10,0.10309278350515463
B4,roll_04,mlr,raw,3,gaplenpvbin,0,97,10,0.10309278350515463
B4,roll_04,mlr,raw,3,gaplentempbin,0,97,10,0.10309278350515463
B4,roll_04,mlr,raw,3,imputed_any,0,97,10,0.10309278350515463
B4,roll_04,mlr,raw,3,overall,ALL,97,10,0.10309278350515463
B4,roll_04,mlr,raw,4,gaplendemandbin,0,97,1,0.010309278350515464
B4,roll_04,mlr,raw,4,gaplenpoolbin,0,97,1,0.010309278350515464
B4,roll_04,mlr,raw,4,gaplenpvbin,0,97,1,0.010309278350515464
B4,roll_04,mlr,raw,4,gaplentempbin,0,97,1,0.010309278350515464
B4,roll_04,mlr,raw,4,imputed_any,0,97,1,0.010309278350515464
B4,roll_04,mlr,raw,4,overall,ALL,97,1,0.010309278350515464
B4,roll_04,mlr,raw,5,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,raw,5,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,raw,5,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,raw,5,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,raw,5,imputed_any,0,97,0,0.0
B4,roll_04,mlr,raw,5,overall,ALL,97,0,0.0
B4,roll_04,mlr,raw,6,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,raw,6,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,raw,6,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,raw,6,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,raw,6,imputed_any,0,97,0,0.0
B4,roll_04,mlr,raw,6,overall,ALL,97,0,0.0
B4,roll_04,mlr,raw,7,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,raw,7,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,raw,7,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,raw,7,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,raw,7,imputed_any,0,97,0,0.0
B4,roll_04,mlr,raw,7,overall,ALL,97,0,0.0
B4,roll_04,mlr,raw,8,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,raw,8,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,raw,8,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,raw,8,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,raw,8,imputed_any,0,97,0,0.0
B4,roll_04,mlr,raw,8,overall,ALL,97,0,0.0
B4,roll_04,mlr,raw,9,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,raw,9,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,raw,9,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,raw,9,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,raw,9,imputed_any,0,97,0,0.0
B4,roll_04,mlr,raw,9,overall,ALL,97,0,0.0
B4,roll_04,mlr,raw,10,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,raw,10,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,raw,10,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,raw,10,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,raw,10,imputed_any,0,97,0,0.0
B4,roll_04,mlr,raw,10,overall,ALL,97,0,0.0
B4,roll_04,mlr,raw,11,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,raw,11,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,raw,11,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,raw,11,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,raw,11,imputed_any,0,97,0,0.0
B4,roll_04,mlr,raw,11,overall,ALL,97,0,0.0
B4,roll_04,mlr,raw,12,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,raw,12,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,raw,12,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,raw,12,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,raw,12,imputed_any,0,97,0,0.0
B4,roll_04,mlr,raw,12,overall,ALL,97,0,0.0
B4,roll_04,mlr,raw,13,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,raw,13,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,raw,13,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,raw,13,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,raw,13,imputed_any,0,97,0,0.0
B4,roll_04,mlr,raw,13,overall,ALL,97,0,0.0
B4,roll_04,mlr,raw,14,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,raw,14,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,raw,14,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,raw,14,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,raw,14,imputed_any,0,97,0,0.0
B4,roll_04,mlr,raw,14,overall,ALL,97,0,0.0
B4,roll_04,mlr,raw,15,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,raw,15,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,raw,15,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,raw,15,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,raw,15,imputed_any,0,97,0,0.0
B4,roll_04,mlr,raw,15,overall,ALL,97,0,0.0
B4,roll_04,mlr,residual,3,gaplendemandbin,0,97,3,0.030927835051546393
B4,roll_04,mlr,residual,3,gaplenpoolbin,0,97,3,0.030927835051546393
B4,roll_04,mlr,residual,3,gaplenpvbin,0,97,3,0.030927835051546393
B4,roll_04,mlr,residual,3,gaplentempbin,0,97,3,0.030927835051546393
B4,roll_04,mlr,residual,3,imputed_any,0,97,3,0.030927835051546393
B4,roll_04,mlr,residual,3,overall,ALL,97,3,0.030927835051546393
B4,roll_04,mlr,residual,4,gaplendemandbin,0,97,2,0.020618556701030927
B4,roll_04,mlr,residual,4,gaplenpoolbin,0,97,2,0.020618556701030927
B4,roll_04,mlr,residual,4,gaplenpvbin,0,97,2,0.020618556701030927
B4,roll_04,mlr,residual,4,gaplentempbin,0,97,2,0.020618556701030927
B4,roll_04,mlr,residual,4,imputed_any,0,97,2,0.020618556701030927
B4,roll_04,mlr,residual,4,overall,ALL,97,2,0.020618556701030927
B4,roll_04,mlr,residual,5,gaplendemandbin,0,97,1,0.010309278350515464
B4,roll_04,mlr,residual,5,gaplenpoolbin,0,97,1,0.010309278350515464
B4,roll_04,mlr,residual,5,gaplenpvbin,0,97,1,0.010309278350515464
B4,roll_04,mlr,residual,5,gaplentempbin,0,97,1,0.010309278350515464
B4,roll_04,mlr,residual,5,imputed_any,0,97,1,0.010309278350515464
B4,roll_04,mlr,residual,5,overall,ALL,97,1,0.010309278350515464
B4,roll_04,mlr,residual,6,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,residual,6,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,residual,6,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,residual,6,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,residual,6,imputed_any,0,97,0,0.0
B4,roll_04,mlr,residual,6,overall,ALL,97,0,0.0
B4,roll_04,mlr,residual,7,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,residual,7,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,residual,7,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,residual,7,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,residual,7,imputed_any,0,97,0,0.0
B4,roll_04,mlr,residual,7,overall,ALL,97,0,0.0
B4,roll_04,mlr,residual,8,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,residual,8,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,residual,8,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,residual,8,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,residual,8,imputed_any,0,97,0,0.0
B4,roll_04,mlr,residual,8,overall,ALL,97,0,0.0
B4,roll_04,mlr,residual,9,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,residual,9,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,residual,9,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,residual,9,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,residual,9,imputed_any,0,97,0,0.0
B4,roll_04,mlr,residual,9,overall,ALL,97,0,0.0
B4,roll_04,mlr,residual,10,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,residual,10,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,residual,10,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,residual,10,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,residual,10,imputed_any,0,97,0,0.0
B4,roll_04,mlr,residual,10,overall,ALL,97,0,0.0
B4,roll_04,mlr,residual,11,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,residual,11,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,residual,11,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,residual,11,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,residual,11,imputed_any,0,97,0,0.0
B4,roll_04,mlr,residual,11,overall,ALL,97,0,0.0
B4,roll_04,mlr,residual,12,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,residual,12,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,residual,12,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,residual,12,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,residual,12,imputed_any,0,97,0,0.0
B4,roll_04,mlr,residual,12,overall,ALL,97,0,0.0
B4,roll_04,mlr,residual,13,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,residual,13,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,residual,13,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,residual,13,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,residual,13,imputed_any,0,97,0,0.0
B4,roll_04,mlr,residual,13,overall,ALL,97,0,0.0
B4,roll_04,mlr,residual,14,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,residual,14,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,residual,14,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,residual,14,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,residual,14,imputed_any,0,97,0,0.0
B4,roll_04,mlr,residual,14,overall,ALL,97,0,0.0
B4,roll_04,mlr,residual,15,gaplendemandbin,0,97,0,0.0
B4,roll_04,mlr,residual,15,gaplenpoolbin,0,97,0,0.0
B4,roll_04,mlr,residual,15,gaplenpvbin,0,97,0,0.0
B4,roll_04,mlr,residual,15,gaplentempbin,0,97,0,0.0
B4,roll_04,mlr,residual,15,imputed_any,0,97,0,0.0
B4,roll_04,mlr,residual,15,overall,ALL,97,0,0.0
B4,roll_04,persistence,raw,3,gaplendemandbin,0,97,7,0.07216494845360824
B4,roll_04,persistence,raw,3,gaplenpoolbin,0,97,7,0.07216494845360824
B4,roll_04,persistence,raw,3,gaplenpvbin,0,97,7,0.07216494845360824
B4,roll_04,persistence,raw,3,gaplentempbin,0,97,7,0.07216494845360824
B4,roll_04,persistence,raw,3,imputed_any,0,97,7,0.07216494845360824
B4,roll_04,persistence,raw,3,overall,ALL,97,7,0.07216494845360824
B4,roll_04,persistence,raw,4,gaplendemandbin,0,97,1,0.010309278350515464
